system_id,datetime,value,measure_type_id,QAQC_flag,sensor_id
337,"2017-06-21 16:06:04",1271.000,temp_max,0,PISB
338,"2017-06-21 16:06:04",57.000,temp_ave,0,PISB
339,"2017-06-21 16:06:24",68.000,temp_ave,0,PISB
340,"2017-06-21 16:06:24",674.000,temp_min,0,PISB
341,"2017-06-21 16:06:24",813.000,temp_max,0,PISB
342,"2017-06-21 16:06:24",59.000,temp_ave,0,PISB
343,"2017-06-21 16:06:41",68.000,temp_ave,0,PISB
344,"2017-06-21 16:06:41",1398.000,temp_min,0,PISB
345,"2017-06-21 16:06:41",1306.000,temp_max,0,PISB
346,"2017-06-21 16:06:41",59.000,temp_ave,0,PISB
347,"2017-06-21 16:06:58",68.000,temp_ave,0,PISB
348,"2017-06-21 16:06:58",1365.000,temp_min,0,PISB
349,"2017-06-21 16:06:58",0.000,temp_max,0,PISB
350,"2017-06-21 16:06:58",61.000,temp_ave,0,PISB
351,"2017-06-21 16:07:15",68.000,temp_ave,0,PISB
352,"2017-06-21 16:07:15",1170.000,temp_min,0,PISB
353,"2017-06-21 16:07:15",1043.000,temp_max,0,PISB
354,"2017-06-21 16:07:15",61.000,temp_ave,0,PISB
355,"2017-06-21 16:07:32",68.000,temp_ave,0,PISB
356,"2017-06-21 16:07:32",1232.000,temp_min,0,PISB
357,"2017-06-21 16:07:32",1057.000,temp_max,0,PISB
358,"2017-06-21 16:07:32",59.000,temp_ave,0,PISB
359,"2017-06-21 16:07:49",68.000,temp_ave,0,PISB
360,"2017-06-21 16:07:49",1233.000,temp_min,0,PISB
361,"2017-06-21 16:07:49",1075.000,temp_max,0,PISB
362,"2017-06-21 16:07:49",59.000,temp_ave,0,PISB
363,"2017-06-21 16:08:07",68.000,temp_ave,0,PISB
364,"2017-06-21 16:08:07",1266.000,temp_min,0,PISB
365,"2017-06-21 16:08:07",1059.000,temp_max,0,PISB
366,"2017-06-21 16:08:07",61.000,temp_ave,0,PISB
367,"2017-06-21 16:08:24",68.000,temp_ave,0,PISB
368,"2017-06-21 16:08:24",1161.000,temp_min,0,PISB
369,"2017-06-21 16:08:24",1117.000,temp_max,0,PISB
370,"2017-06-21 16:08:24",61.000,temp_ave,0,PISB
371,"2017-06-21 16:08:41",68.000,temp_ave,0,PISB
372,"2017-06-21 16:08:41",1236.000,temp_min,0,PISB
373,"2017-06-21 16:08:41",1067.000,temp_max,0,PISB
374,"2017-06-21 16:08:41",61.000,temp_ave,0,PISB
375,"2017-06-21 16:08:59",68.000,temp_ave,0,PISB
376,"2017-06-21 16:08:59",1232.000,temp_min,0,PISB
377,"2017-06-21 16:08:59",1090.000,temp_max,0,PISB
378,"2017-06-21 16:08:59",69.000,temp_ave,0,PISB
379,"2017-06-21 16:09:18",68.000,temp_ave,0,PISB
380,"2017-06-21 16:09:18",1247.000,temp_min,0,PISB
381,"2017-06-21 16:09:18",1103.000,temp_max,0,PISB
382,"2017-06-21 16:09:18",67.000,temp_ave,0,PISB
383,"2017-06-21 16:09:34",68.000,temp_ave,0,PISB
384,"2017-06-21 16:09:34",1250.000,temp_min,0,PISB
385,"2017-06-21 16:09:34",1132.000,temp_max,0,PISB
386,"2017-06-21 16:09:34",65.000,temp_ave,0,PISB
387,"2017-06-21 16:09:52",68.000,temp_ave,0,PISB
388,"2017-06-21 16:09:52",1221.000,temp_min,0,PISB
389,"2017-06-21 16:09:52",876.000,temp_max,0,PISB
390,"2017-06-21 16:09:52",63.000,temp_ave,0,PISB
391,"2017-06-21 16:10:09",68.000,temp_ave,0,PISB
392,"2017-06-21 16:10:09",1234.000,temp_min,0,PISB
393,"2017-06-21 16:10:09",1172.000,temp_max,0,PISB
394,"2017-06-21 16:10:09",61.000,temp_ave,0,PISB
395,"2017-06-21 16:10:25",68.000,temp_ave,0,PISB
396,"2017-06-21 16:10:25",1243.000,temp_min,0,PISB
397,"2017-06-21 16:10:25",1144.000,temp_max,0,PISB
398,"2017-06-21 16:10:25",61.000,temp_ave,0,PISB
